# GENERATED (ONE-SHOT): python3 scripts/archive/ghidra_recover_structs/recover_structs.py (ONE-SHOT, not a pipeline stage)
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - Ghidra decompiler inference.
# Standing: lead-generator only. Same grade as the Dreamcast dump - a
# recovered offset still needs retail-byte proof before it is a claim.
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# contents: every method that fed (or failed to feed) a class union - the audit trail behind struct_layouts.csv; `src` is the naming corpus that attributed the address to the class
class,rva,name,src,outcome
bitmapBorder16,0x507b0,bitmapBorder16::vslot4,vtable-slot,probed:6
bitmapBorder16,0x50810,?Draw2@bitmapBorder16@@QAEXXZ,mangled,probed:5
bitmapBorder16,0x50860,bitmapBorder16::vslot2,vtable-slot,probed:10
boat,0xd9160,boat::GetStandSequence,dc-name-map,probed:1
border,0x4df0,border::vslot10,vtable-slot,decompile-failed
border,0x4fee0,border::vslot0,vtable-slot,probed:0
border,0x4ff10,border::?,hd-name-map,probed:16
border,0x4ff50,??1border@@UAE@XZ,mangled,probed:1
border,0x4ff60,border::vslot2,vtable-slot,probed:10
border,0xeab10,border::vslot13,vtable-slot,decompile-failed
border,0x1fe410,border::border,hd-name-map,probed:6
border,0x1fe9d0,border::border,function-names,decompile-failed
button,0x4200,button::set_hotkey,dc-name-map,probed:3
button,0x55ec0,button::vslot0,vtable-slot,probed:0
button,0x55ef0,??0button@@QAE@HHHHHPBDHHEHH@Z,mangled,probed:30
button,0x560f0,??1button@@UAE@XZ,mangled,probed:11
button,0x56190,?Main@button@@UAEHPAVmessage@@@Z,mangled,probed:17
button,0x56860,?Select@button@@QAEHPAVmessage@@@Z,mangled,probed:8
button,0x56940,?Draw@button@@UAEXXZ,mangled,probed:9
button,0x569e0,?SetPlayerPaletteColors@button@@QAEXH@Z,mangled,decompile-failed
button,0xeab20,button::vslot6,vtable-slot,probed:1
button,0xeab30,button::vslot5,vtable-slot,probed:1
coloredBorderFrame,0x50130,coloredBorderFrame::?,hd-name-map,probed:14
coloredBorderFrame,0x501a0,coloredBorderFrame::vslot0,vtable-slot,probed:0
coloredBorderFrame,0x501e0,coloredBorderFrame::vslot4,vtable-slot,probed:7
coloredBorderFrame,0x50240,coloredBorderFrame::vslot2,vtable-slot,probed:11
combatManager,0x1eac0,?get_total_combat_value@combatManager@@QBEJJJJE@Z,mangled,probed:0
combatManager,0x1f140,combatManager::find_move_order,dc-name-map,probed:0
combatManager,0x1f3b0,?get_attack_change@combatManager@@QAEJPBVarmy@@0PBUtype_AI_combat_parameters@@@Z,mangled,probed:0
combatManager,0x1f580,combatManager::move_toward,dc-name-map,probed:1
combatManager,0x1f890,?can_cast_spells@combatManager@@QAEEJE@Z,mangled,probed:0
combatManager,0x22440,?compute_fire_shield_damage@combatManager@@QAEJJPBVarmy@@0J@Z,mangled,decompile-failed
combatManager,0x62760,combatManager::combatManager,dc-name-map,probed:2
combatManager,0x62a20,combatManager::vslot0,vtable-slot,probed:13
combatManager,0x63260,combatManager::vslot1,vtable-slot,probed:2
combatManager,0x647a0,combatManager::GetGridIndex,dc-name-map,decompile-failed
combatManager,0x65830,combatManager::CombatIsOver,dc-name-map,probed:0
combatManager,0x658b0,combatManager::IsWinner,dc-name-map,probed:0
combatManager,0x65970,combatManager::GetTargetWallIndex,dc-name-map,probed:0
combatManager,0x65fe0,?ResetHitByCreature@combatManager@@QAEXXZ,mangled,probed:0
combatManager,0x669b0,combatManager::PlaceObstacle,dc-name-map,probed:0
combatManager,0x66a70,combatManager::PlaceAllObstacles,dc-name-map,probed:0
combatManager,0x66b30,combatManager::RemoveObstacle,dc-name-map,probed:0
combatManager,0x66c50,combatManager::InitializeArchers,dc-name-map,probed:0
combatManager,0x66e00,combatManager::MakeCreaturesVanish,dc-name-map,probed:4
combatManager,0x67130,combatManager::should_lower_door,dc-name-map,probed:0
combatManager,0x671c0,combatManager::LowerDoor,dc-name-map,probed:4
combatManager,0x672e0,combatManager::RaiseDoor,dc-name-map,probed:4
combatManager,0x67460,combatManager::InCastle,dc-name-map,probed:0
combatManager,0x67490,combatManager::LeftOfMoat,dc-name-map,probed:0
combatManager,0x674c0,combatManager::is_adjacent,dc-name-map,probed:0
combatManager,0x67510,combatManager::ShotIsThroughWall,dc-name-map,probed:0
combatManager,0x67600,combatManager::ShotIsNotOptimal,dc-name-map,probed:0
combatManager,0x67840,combatManager::InLineOfSight,dc-name-map,probed:0
combatManager,0x67a00,combatManager::ShootBallisticMissile,dc-name-map,probed:0
combatManager,0x67db0,combatManager::?,hd-name-map,probed:0
combatManager,0x68220,combatManager::ShootMissile,dc-name-map,probed:0
combatManager,0x686b0,combatManager::CombatSystemOptions,dc-name-map,probed:13
combatManager,0x68730,combatManager::RemoveArmyFromGrid,dc-name-map,probed:0
combatManager,0x687c0,combatManager::PlaceArmyInGrid,dc-name-map,probed:0
combatManager,0x68860,combatManager::ViewArmy,dc-name-map,probed:1
combatManager,0x68990,combatManager::PowEffect,dc-name-map,probed:4
combatManager,0x69600,combatManager::enemy_is_adjacent,dc-name-map,probed:0
combatManager,0x69670,combatManager::damage_message,function-names,probed:0
combatManager,0x69a10,combatManager::HexIsBlocked,dc-name-map,probed:0
combatManager,0x69a90,combatManager::damage_message,dc-name-map,probed:0
combatManager,0x69dc0,combatManager::IsInMoat,dc-name-map,probed:0
combatManager,0x6a350,combatManager::CalculateGainedExperience,dc-name-map,probed:0
combatManager,0x740d0,combatManager::vslot2,vtable-slot,probed:4
combatManager,0x74bf0,combatManager::is_computer_action,dc-name-map,probed:0
combatManager,0x763f0,combatManager::is_outside_placement_boundry,dc-name-map,probed:0
combatManager,0x76440,combatManager::valid_wall_target,dc-name-map,probed:0
combatManager,0x76490,combatManager::GetCommand,dc-name-map,probed:0
combatManager,0x769c0,combatManager::RightClick,dc-name-map,probed:1
combatManager,0x76bd0,combatManager::DoCommand,dc-name-map,probed:3
combatManager,0x76fe0,combatManager::show_eagle_eye,dc-name-map,probed:0
combatManager,0x772b0,combatManager::show_looted_artifacts,dc-name-map,decompile-failed
combatManager,0x77470,combatManager::DoVictory,dc-name-map,probed:0
combatManager,0x77a00,combatManager::get_surrender_cost,dc-name-map,probed:0
combatManager,0x7a100,combatManager::AddArmy,dc-name-map,probed:4
combatManager,0x93710,combatManager::ResetLimitCreature,dc-name-map,probed:0
combatManager,0x93780,combatManager::UpdateCombatArea,hd-name-map,probed:0
combatManager,0x93930,combatManager::UpdateGrid,dc-name-map,probed:9
combatManager,0x94390,combatManager::UpdateMouseGrid,hd-name-map,decompile-failed
combatManager,0x94440,combatManager::DrawFrame,dc-name-map,probed:4
combatManager,0x95bf0,combatManager::ComputeMaxExtent,dc-name-map,probed:0
combatManager,0x95f50,combatManager::?,hd-name-map,probed:0
combatManager,0x960d0,combatManager::CycleCombatScreen,dc-name-map,probed:4
combatManager,0xf3940,combatManager::~combatManager,hd-name-map,probed:0
exception,0x217470,??0exception@@QAE@XZ,mangled,probed:3
exception,0x21749d,??0exception@@QAE@ABQBD@Z,mangled,probed:3
exception,0x2174da,??0exception@@QAE@ABV0@@Z,mangled,probed:3
exception,0x217524,??1exception@@UAE@XZ,mangled,probed:3
exe_filebuf,0x8b4e0,exe_filebuf::vslot1,vtable-slot,probed:5
exe_filebuf,0x8b6d0,exe_filebuf::vslot2,vtable-slot,probed:8
exe_filebuf,0x8b880,exe_filebuf::vslot4,vtable-slot,probed:3
exe_filebuf,0x8b8b0,exe_filebuf::vslot5,vtable-slot,probed:7
exe_filebuf,0x8baa0,exe_filebuf::vslot8,vtable-slot,probed:2
exe_filebuf,0x8bb30,exe_filebuf::vslot9,vtable-slot,probed:3
exe_filebuf,0x8bcc0,exe_filebuf::vslot10,vtable-slot,probed:1
exe_filebuf,0x8bd00,exe_filebuf::vslot11,vtable-slot,probed:1
exe_filebuf,0x8bd20,exe_filebuf::vslot0,vtable-slot,probed:0
exe_filebuf,0x8d4b0,exe_filebuf::open,hd-name-map,probed:14
exe_filebuf,0x8d5a0,exe_filebuf::open,hd-name-map,probed:2
exe_filebuf,0x20c4ce,exe_filebuf::open,hd-name-map,static
exe_filebuf,0x221cf3,exe_filebuf::native_handle,hd-name-map,static
exe_scoped_lock,0x20b634,exe_scoped_lock::~exe_scoped_lock,hd-name-map,decompile-failed
exe_streambuf,0x54070,exe_streambuf::vslot4,vtable-slot,decompile-failed
exe_streambuf,0x542f0,exe_streambuf::vslot0,vtable-slot,probed:0
exe_strstreambuf,0x51600,exe_strstreambuf::exe_strstreambuf,hd-name-map,probed:15
exe_strstreambuf,0x1165f0,exe_strstreambuf::exe_strstreambuf,hd-name-map,probed:15
executive,0xb0660,executive::executive,function-names,decompile-failed
executive,0xb0900,executive::executive,hd-name-map,probed:4
executive,0xb0a10,?DoDialog@executive@@QAEHPAVbaseManager@@@Z,mangled,probed:2
executive,0xb0b20,?AddManager@executive@@QAEHPAVbaseManager@@H@Z,mangled,probed:2
executive,0xb0bf0,?RemoveManager@executive@@QAEXPAVbaseManager@@@Z,mangled,probed:2
executive,0xb0c70,?CallManager@executive@@QAEXPAVbaseManager@@@Z,mangled,probed:4
executive,0xb0e40,?MainLoop@executive@@QAEXXZ,mangled,probed:4
font,0xb5070,font::font,hd-name-map,probed:6
font,0xb5110,??1font@@UAE@XZ,mangled,probed:1
font,0xb5180,?SetPalette@font@@QAEXPBVTPalette16@@@Z,mangled,probed:0
font,0xb51a0,?DrawCharacter@font@@QAEXHPAVBitmap16Bit@@HHH@Z,mangled,probed:1
font,0xb5490,?DrawBoundedString@font@@QAEXPBDPAVBitmap16Bit@@HHHHHIH@Z,mangled,probed:4
font,0xb57a0,?GetCharacterWidth@font@@QAEHE@Z,mangled,probed:0
font,0xb57d0,?get_string_width@font@@QAEJPBD@Z,mangled,probed:0
font,0xb5820,?LineLength@font@@QAEHPBDH@Z,mangled,probed:0
font,0xb5920,?LineWidth@font@@QAEHPBD@Z,mangled,probed:0
font,0xb5990,?LongestLineWidth@font@@QAEHPBD@Z,mangled,probed:0
font,0xb5a10,?longest_word_length@font@@QAEHPBD@Z,mangled,probed:0
font,0xb5a80,?LongestWrappedLineWidth@font@@QAEHPBDH@Z,mangled,probed:3
font,0xb5b90,font::FillLinesVector,hd-name-map,decompile-failed
game,0x2b9e0,game::is_human_ally,function-names,probed:0
game,0x2ba30,game::GetTown,function-names,probed:0
game,0x2ed80,?get_cell@game@@QAEPAVNewmapCell@@Utype_point@@@Z,mangled,probed:0
game,0x317d0,game::GetHero,function-names,probed:0
game,0x9d160,game::SetVisibility,dc-name-map,probed:0
game,0x9d3d0,game::ResetVisibility,dc-name-map,probed:0
game,0x9d630,game::clear_event_records,hd-name-map,probed:0
game,0x9d6c0,game::clear_event_records,hd-name-map,probed:0
game,0xa5960,game::GetTeam,hd-name-map,probed:0
game,0xbae70,game::MineTypesOwned,dc-name-map,probed:0
game,0xbaf00,game::SetupPuzzlePieces,dc-name-map,probed:0
game,0xbb160,?GetWorldMapData@game@@QAEPAVNewfullMap@@XZ,mangled,probed:0
game,0xbb170,game::get_new_boat_id,dc-name-map,probed:0
game,0xbb250,game::CreateBoat,dc-name-map,probed:0
game,0xbb400,game::GetStartingHeroId,dc-name-map,probed:0
game,0xbb5e0,game::GetNewHeroId,dc-name-map,probed:0
game,0xbb870,game::GetTownId,dc-name-map,probed:0
game,0xbb900,game::GetGeneratorId,dc-name-map,probed:0
game,0xc61e0,game::ClaimTown,dc-name-map,probed:0
game,0xc66e0,game::ClaimMine,dc-name-map,probed:0
game,0xc67b0,game::ClaimGenerator,dc-name-map,probed:0
game,0xc6960,game::ClaimGarrison,dc-name-map,probed:0
game,0xc6a30,game::ClaimShipyard,dc-name-map,probed:0
game,0xc92c0,game::GetRandomMonster,dc-name-map,probed:0
game,0xc94d0,game::GetRandomArtifactId,dc-name-map,probed:0
game,0xc95a0,game::GetRandomSpell,dc-name-map,probed:0
game,0xc9890,game::InsertObject,dc-name-map,probed:0
game,0xc9990,game::ConvertObject,dc-name-map,probed:0
game,0xc9dd0,game::ProcessRandomObjects,dc-name-map,probed:0
game,0xca040,game::CreateTownHeroes,dc-name-map,probed:0
game,0xca240,game::MakeTerrainVisible,dc-name-map,probed:0
game,0xcdb80,game::get_random_lith,dc-name-map,probed:0
game,0xcddc0,game::get_random_lith_exit,dc-name-map,probed:0
game,0xcddf0,game::get_random_lith,dc-name-map,probed:0
game,0xcde20,game::get_random_whirlpool,dc-name-map,probed:0
game,0xcde40,game::get_underground_gate_exit,dc-name-map,probed:0
game,0xcdf20,game::game,dc-name-map,probed:5
game,0xce5b0,game::~game,dc-name-map,probed:0
game,0xce900,game::GetHeroBoat,dc-name-map,probed:0
game,0xce940,game::IsHuman,dc-name-map,probed:0
game,0xce970,game::IsLocalHuman,dc-name-map,probed:0
game,0xce9b0,game::GetLocalPlayer,dc-name-map,probed:0
game,0xcea20,game::GetLocalPlayerGamePos,dc-name-map,probed:0
game,0xcea70,game::get_puzzle_origin,dc-name-map,probed:0
game,0xceb60,game::GetPlayerName,dc-name-map,probed:0
game,0xcec20,game::GetGamePosFromDPID,dc-name-map,probed:0
game,0xcec50,game::IsLastHuman,dc-name-map,probed:0
game,0xcec90,game::IsMultiplayer,dc-name-map,decompile-failed
game,0x1296d0,game::OnSameTeam,hd-name-map,probed:0
game,0x129710,game::UpgradedCreatureType,hd-name-map,probed:0
generator,0xb8550,generator::generator,dc-name-map,probed:9
generator,0xb85a0,generator::load,dc-name-map,probed:1
generator,0xb86e0,generator::save,dc-name-map,probed:1
generator,0xb87a0,generator::update_bonus,dc-name-map,probed:2
generator,0xb8860,generator::Initialize,dc-name-map,probed:6
generator,0xb8a60,generator::Grow,dc-name-map,probed:2
hero,0x6480,hero::hero,hd-name-map,probed:76
hero,0x5fc90,hero::~hero,hd-name-map,probed:3
hero,0xd7890,hero::hire,dc-name-map,probed:7
hero,0xd7900,hero::PlaceInMap,dc-name-map,probed:12
hero,0xd7a20,hero::load,dc-name-map,probed:52
hero,0xd80c0,hero::save,dc-name-map,probed:50
hero,0xd85f0,hero::hero,dc-name-map,probed:24
hero,0xd9070,hero::get_equipped_artifacts,dc-name-map,probed:1
hero,0xd90c0,hero::get_number_in_backpack,dc-name-map,probed:2
hero,0xd9110,hero::GetStandSequence,dc-name-map,probed:1
hero,0xd91b0,?HasArtifact@hero@@QAEEH@Z,mangled,probed:2
hero,0xd91f0,hero::IsWieldingArtifact,dc-name-map,probed:2
hero,0xd9330,hero::get_number_in_backpack,function-names,probed:0
hero,0xd9ec0,hero::Deallocate,dc-name-map,probed:21
hero,0xda3a0,hero::GetExperience,dc-name-map,probed:0
hero,0xda420,hero::GetExperienceIncrement,dc-name-map,probed:0
hero,0xdc320,hero::result,hd-name-map,probed:5
hero,0xdcac0,hero::result,hd-name-map,probed:5
hero,0xe2210,hero::in_enum_range,hd-name-map,probed:2
hero,0xe2250,hero::in_enum_range,hd-name-map,probed:2
hero,0xe22d0,hero::in_enum_range,hd-name-map,probed:1
hero,0xe2340,?CreatureTypeCount@hero@@QAEHH@Z,mangled,probed:2
hero,0xe2370,hero::in_enum_range,hd-name-map,probed:1
hero,0xe23a0,?GetNthSS@hero@@QAEHH@Z,mangled,probed:0
hero,0xe23d0,hero::TransferArtifacts,dc-name-map,probed:3
hero,0xe2550,hero::in_enum_range,hd-name-map,probed:2
hero,0xe2840,hero::in_enum_range,hd-name-map,probed:4
hero,0xe2a00,hero::in_enum_range,hd-name-map,probed:4
hero,0xe2bd0,hero::remove_artifact,dc-name-map,probed:1
hero,0xe2d50,hero::remove_backpack_artifact,dc-name-map,probed:2
hero,0xe2dd0,hero::remove_artifact,dc-name-map,probed:3
hero,0xe2ed0,hero::result,hd-name-map,probed:1
hero,0xe2f90,hero::add_to_backpack,dc-name-map,probed:3
hero,0xe3070,hero::GiveArtifact,dc-name-map,probed:6
hero,0xe33b0,hero::GiveExperience,dc-name-map,probed:3
hero,0xe3600,hero::GiveResource,dc-name-map,probed:1
hero,0xe36c0,hero::GetLuck,dc-name-map,probed:8
hero,0xe39b0,hero::GetMorale,dc-name-map,probed:8
hero,0xe3c60,hero::GetNecromancyCreature,hd-name-map,probed:3
hero,0xe3cd0,hero::GetNecromancyFactor,dc-name-map,probed:6
hero,0xe3f40,hero::GetNecromancyFactor,function-names,probed:4
hero,0xe4070,hero::GetVisibility,dc-name-map,probed:4
hero,0xe4160,hero::GetArcheryFactor,dc-name-map,probed:5
hero,0xe42b0,hero::GetOffenseFactor,dc-name-map,probed:3
hero,0xe4310,hero::GetDefenseFactor,dc-name-map,probed:3
hero,0xe4390,hero::GetEstatesBonus,dc-name-map,probed:2
hero,0xe4420,hero::GetEagleEyeChance,dc-name-map,probed:5
hero,0xe4580,hero::GetDefenseFactor,function-names,probed:5
hero,0xe46e0,hero::GetMagicResistanceFactor,dc-name-map,probed:5
hero,0xe4840,hero::GetExperienceBonusFactor,dc-name-map,probed:3
hero,0xe48b0,hero::GetIntelligenceFactor,dc-name-map,probed:3
hero,0xe4920,hero::GetFirstAidFactor,dc-name-map,probed:3
hero,0xe4990,hero::GetMobility,dc-name-map,probed:8
hero,0xe4d90,hero::GetMobility,dc-name-map,probed:7
hero,0xe4db0,hero::GetSpellDurationBonus,dc-name-map,probed:2
hero,0xe4ec0,hero::GetGroundModifier,hd-name-map,probed:3
hero,0xe4fa0,hero::get_special_terrain,dc-name-map,probed:3
hero,0xe5080,hero::get_spell_level,dc-name-map,probed:6
hero,0xe5100,hero::GetSpellSchoolLevel,dc-name-map,probed:4
hero,0xe51c0,hero::GetHighestSchool,dc-name-map,probed:4
hero,0xe5240,hero::GetManaCost,dc-name-map,probed:6
hero,0xe5330,hero::GetMobilityFrame,dc-name-map,probed:1
hero,0xe5380,hero::GetManaFrame,dc-name-map,probed:1
hero,0xe53c0,hero::VisitedArena,dc-name-map,probed:1
hero,0xe53e0,hero::SetVisitedArena,dc-name-map,probed:1
hero,0xe5400,hero::get_combat_value_modifier,dc-name-map,probed:2
hero,0xe54a0,hero::find_summonable_boat,dc-name-map,probed:3
hero,0xe5550,hero::can_summon_boat,dc-name-map,probed:10
hero,0xe56b0,hero::get_player,dc-name-map,probed:1
hero,0xe56e0,hero::is_in_patrol_radius,dc-name-map,probed:4
hero,0xe5760,hero::modify_spell_damage,dc-name-map,probed:4
hero,0xe5960,hero::get_primary_skill_total,dc-name-map,probed:0
hero,0xe59a0,hero::Fly,dc-name-map,probed:6
hero,0xe5aa0,hero::get_combat_speed_bonus,dc-name-map,probed:3
hero,0xe5b80,hero::get_hit_point_bonus,dc-name-map,probed:2
hero,0xe5de0,hero::GetRoguePower,hd-name-map,probed:1
hero,0xe5e10,hero::IsInIdentifyRange,dc-name-map,probed:5
hero,0xe5f30,hero::IsMobile,dc-name-map,probed:8
hero,0xe5ff0,hero::GetHeroSpellBonus,dc-name-map,probed:2
hero,0xe6120,hero::reset_artifacts,dc-name-map,probed:6
hero,0xe64e0,hero::HasArmy,dc-name-map,probed:1
hero,0xe64f0,hero::GetSpellSchoolLevel,dc-name-map,probed:1
heroWindow,0x1fe9f0,??0heroWindow@@QAE@HHHHI@Z,mangled,probed:19
heroWindow,0x1fea50,heroWindow::vslot0,vtable-slot,probed:0
heroWindow,0x1fea80,??1heroWindow@@UAE@XZ,mangled,probed:5
heroWindow,0x1feae0,?Open@heroWindow@@UAEHHE@Z,mangled,probed:9
heroWindow,0x1fec60,?Close@heroWindow@@UAEXE@Z,mangled,probed:7
heroWindow,0x1fecb0,?AddWidget@heroWindow@@QAEXPAVwidget@@H@Z,mangled,probed:2
heroWindow,0x1fed60,?RemoveWidget@heroWindow@@QAEXPAVwidget@@@Z,mangled,probed:2
heroWindow,0x1fede0,?BroadcastMessage@heroWindow@@QAEHPAVmessage@@@Z,mangled,probed:2
heroWindow,0x1fee40,?BroadcastMessage@heroWindow@@QAEHHHHH@Z,mangled,probed:2
heroWindow,0x1feed0,?WidgetSetStatus@heroWindow@@QAEHHH@Z,mangled,probed:2
heroWindow,0x1fef60,?WidgetClearStatus@heroWindow@@QAEHHH@Z,mangled,probed:2
heroWindow,0x1feff0,?GetWidget@heroWindow@@QAEPAVwidget@@H@Z,mangled,probed:1
heroWindow,0x1ff020,?DrawWindow@heroWindow@@UAEXEHH@Z,mangled,probed:6
heroWindow,0x1ff100,?SaveBackground@heroWindow@@QAEHXZ,mangled,probed:6
heroWindow,0x1ff1c0,?RestoreBackground@heroWindow@@QAEXE@Z,mangled,probed:3
heroWindow,0x1ff240,?CenterWindow@heroWindow@@QAEXHH@Z,mangled,probed:6
heroWindow,0x1ff3b0,?findWidget@heroWindow@@QAEHHH@Z,mangled,probed:4
heroWindow,0x1ff3e0,?findWidgetPtr@heroWindow@@QAEPAVwidget@@HH@Z,mangled,probed:4
heroWindow,0x1ff490,?SetFocus@heroWindow@@QAEXH@Z,mangled,probed:2
heroWindow,0x1ff510,?delete_widgets@heroWindow@@QAEXXZ,mangled,probed:2
heroWindow,0x1ff5b0,?SleepAllWidgets@heroWindow@@QAEXE@Z,mangled,probed:2
heroWindowManager,0x202370,?BroadcastMessage@heroWindowManager@@QAEHHHHH@Z,mangled,probed:1
heroWindowManager,0x2024a0,?RemoveWindow@heroWindowManager@@QAEXPAVheroWindow@@@Z,mangled,probed:4
heroWindowManager,0x202520,?DoDialog@heroWindowManager@@QAEHPAVheroWindow@@P6IHAAVmessage@@@ZH@Z,mangled,probed:3
heroWindowManager,0x2027a0,?DoDialogDraw@heroWindowManager@@QAEHPAVheroWindow@@P6IHAAVmessage@@@Z2H@Z,mangled,probed:3
heroWindowManager,0x202a40,?DoQuickView@heroWindowManager@@QAEXPAVheroWindow@@@Z,mangled,probed:1
heroWindowManager,0x202bd0,heroWindowManager::UpdateScreen,hd-name-map,probed:1
heroWindowManager,0x202c50,?FadeScreen@heroWindowManager@@QAEXHHE@Z,mangled,probed:1
hexcell,0xe7150,??0hexcell@@QAE@XZ,mangled,probed:8
hexcell,0xe7170,?get_army@hexcell@@QAEPAVarmy@@XZ,mangled,probed:2
hexcell,0xe71b0,?get_dead_army@hexcell@@QAEPAVarmy@@H@Z,mangled,probed:0
highScoreManager,0xe90a0,highScoreManager::vslot0,vtable-slot,probed:0
iconWidget,0xea6f0,iconWidget::vslot0,vtable-slot,probed:0
iconWidget,0xea7b0,??1iconWidget@@UAE@XZ,mangled,probed:5
iconWidget,0xea810,iconWidget::vslot2,vtable-slot,probed:14
iconWidget,0xeab40,iconWidget::vslot4,vtable-slot,probed:10
iconWidget,0xeaff0,?SetIconFrame@iconWidget@@QAEXH@Z,mangled,probed:3
iconWidget,0xeb030,?SetSprite@iconWidget@@QAEXPBD@Z,mangled,probed:1
iconWidget,0xeb060,?NextRandomFrame@iconWidget@@QAEXXZ,mangled,probed:4
iconWidget,0xeb250,?NextRandomSiegeEngineFrame@iconWidget@@QAEXXZ,mangled,probed:3
inputManager,0xec460,??0inputManager@@QAE@XZ,mangled,probed:17
inputManager,0xec4d0,?Open@inputManager@@UAEHH@Z,mangled,probed:97
inputManager,0xec540,?Close@inputManager@@UAEXXZ,mangled,probed:4
inputManager,0xec560,?Main@inputManager@@UAEHPAVmessage@@@Z,mangled,decompile-failed
inputManager,0xec570,?Flush@inputManager@@QAEXXZ,mangled,probed:2
inputManager,0xec590,inputManager::result,hd-name-map,probed:4
inputManager,0xec640,inputManager::Flush,function-names,probed:4
inputManager,0xec6f0,?AsciiConvert@inputManager@@QAEXPAVmessage@@@Z,mangled,probed:0
inputManager,0xec8c0,?MakeScanCodeTable@inputManager@@QAEXXZ,mangled,probed:89
inputManager,0xecc00,?ForceMouseMove@inputManager@@QAEXXZ,mangled,probed:3
inputManager,0xeccd0,inputManager::ForceMouseMove,function-names,decompile-failed
istrstream@std,0x516f0,istrstream@std::vslot0,vtable-slot,probed:0
logic_error@std,0x4660,logic_error@std::vslot0,vtable-slot,probed:0
logic_error@std,0x46e0,logic_error@std::vslot2,vtable-slot,probed:4
logic_error@std,0x1bc00,logic_error@std::vslot1,vtable-slot,probed:1
mouseManager,0x10cb50,??0mouseManager@@QAE@XZ,mangled,probed:9
mouseManager,0x10cc80,?Reset@mouseManager@@QAEXXZ,mangled,probed:8
mouseManager,0x10cca0,?SetPointer@mouseManager@@QAEXHW4EPointerSet@1@@Z,mangled,probed:16
mouseManager,0x10cd90,mouseManager::Update,dc-name-map,probed:14
mouseManager,0x10d500,?MouseCoords@mouseManager@@QAEXPAH0@Z,mangled,decompile-failed
mouseManager,0x10d540,?HidePointer@mouseManager@@QAEXXZ,mangled,probed:14
mouseManager,0x10d5b0,?ShowPointer@mouseManager@@QAEX_N@Z,mangled,probed:14
mouseManager,0x10d680,?CheckUpdate@mouseManager@@QAEXXZ,mangled,probed:15
mouseManager,0x10d8b0,mouseManager::LoadFrame,dc-name-map,probed:2
mouseManager,0x10da20,?ShowSystemCursor@mouseManager@@QAEXE@Z,mangled,probed:4
mouseManager,0x10ede0,mouseManager::vslot0,vtable-slot,probed:0
playerData,0xb9df0,playerData::SetName,function-names,probed:5
playerData,0xb9e20,playerData::Init,dc-name-map,probed:28
playerData,0xb9f40,playerData::HasCapitol,dc-name-map,probed:1
playerData,0xb9fc0,playerData::add_garrison_hero,dc-name-map,probed:3
playerData,0xba130,playerData::SetName,dc-name-map,probed:3
playerData,0xba170,playerData::ClearNetInfo,dc-name-map,probed:4
playerData,0xba260,playerData::load,dc-name-map,probed:18
playerData,0xba670,playerData::save,dc-name-map,probed:18
playerData,0xba9e0,playerData::FindHero,dc-name-map,probed:2
playerData,0xbaa10,playerData::FindTown,dc-name-map,probed:1
playerData,0xbaa40,playerData::IsLocalHuman,function-names,probed:3
playerData,0xbab40,playerData::NextTown,dc-name-map,probed:2
playerData,0xbab90,?HasMobileHero@playerData@@QAEEXZ,mangled,decompile-failed
playerData,0xbabd0,playerData::NumOfGivenArtifact,dc-name-map,probed:3
playerData,0xbacb0,playerData::hasGivenArtifact,hd-name-map,probed:3
playerData,0xbad80,playerData::IsLocalHuman,dc-name-map,probed:2
playerData,0xbada0,playerData::IsHuman,dc-name-map,probed:1
playerData,0xbadb0,playerData::GetName,dc-name-map,probed:3
playerData,0xbae50,playerData::guess_grail_location,dc-name-map,probed:1
playerData,0xce570,playerData::~playerData,hd-name-map,probed:3
playerData,0x18f750,playerData::playerData,hd-name-map,probed:29
recruitUnit,0x1503a0,recruitUnit::Update,dc-name-map,probed:12
recruitUnit,0x151350,recruitUnit::?,hd-name-map,probed:21
recruitUnit,0x151460,recruitUnit::?,hd-name-map,probed:21
recruitUnit,0x151560,recruitUnit::recruitUnit,hd-name-map,probed:21
recruitUnit,0x1516b0,recruitUnit::vslot0,vtable-slot,probed:0
recruitUnit,0x151750,recruitUnit::?,function-names,decompile-failed
resource,0x158720,??0resource@@QAE@PBDW4EResourceType@@@Z,mangled,probed:5
resource,0x158770,??_Gresource@@UAEPAXI@Z,mangled,probed:1
resource,0x1587a0,??1resource@@UAE@XZ,mangled,probed:1
sample,0x4140,sample::vslot3,vtable-slot,decompile-failed
sample,0x166da0,??0sample@@QAE@PBDPBXJJJJ@Z,mangled,probed:11
sample,0x166e30,??_Gsample@@UAEPAXI@Z,mangled,probed:0
sample,0x166e60,??1sample@@UAE@XZ,mangled,probed:4
sample,0x167050,sample::?,function-names,decompile-failed
sample,0x167110,sample::~sample,function-names,decompile-failed
sample,0x1693a0,sample::vslot4,vtable-slot,probed:13
sample,0x169740,sample::vslot0,vtable-slot,probed:0
sample,0x175a10,sample::vslot2,vtable-slot,probed:10
searchArray,0x2ecc0,searchArray::get_cell,function-names,probed:1
